#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B273E5
#Date Time: 2025-01-30 15:25:26.245
#Start: 100 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.48223 V
#Offset: 0.000214102 V
#Relative: no
#Channel: Channel 2
#Range: 5.47775 V
#Offset: -3.26643e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,0.01275274967651557,-0.1170797814768753,-7.888949098749613
103.1177274593055,0.01268448204717076,-0.1193213998870649,-8.135291310318888
106.3326571637161,0.01247075185595129,-0.1218931117417753,-8.387304066991817
109.6478196143185,0.01258204776315737,-0.124761838818962,-8.647315250203278
113.0663397949639,0.01247925521887931,-0.1272786867576132,-8.917607317179716
116.5914401179832,0.0126536669694953,-0.1303155755158752,-9.192827278219283
120.2264434617413,0.01228651659115981,-0.1333692961715034,-9.477926263066518
123.9747763028944,0.01233789426805037,-0.136574873288782,-9.771205698148108
127.8399719463024,0.01249177233128654,-0.1403090216803546,-10.07514320368661
131.8256738556408,0.01244100681480005,-0.1439995210908911,-10.38600551689831
135.9356390878525,0.01255095334687871,-0.1477149048491192,-10.70828122864833
140.173741834677,0.01247936458943835,-0.1519339200654443,-11.03909276536336
144.5439770745927,0.01262006231080908,-0.155970920264138,-11.38014629615427
149.0504643386196,0.01258280726032656,-0.1606802171091529,-11.73289938456914
153.6974515935272,0.01237200232162312,-0.1658653836581274,-12.09539826938258
158.4893192461113,0.01240921696338392,-0.1709522763644382,-12.46940819364367
163.4305842723138,0.01246467223164802,-0.176410912854607,-12.85342564625838
168.5259044750751,0.01239319497119853,-0.1821079309121738,-13.25221254121195
173.7800828749376,0.0121313121735906,-0.1879749170029848,-13.6619803246158
179.1980722375334,0.01248633371834173,-0.1946698671336861,-14.08438508899471
184.7849797422291,0.01225380357923162,-0.2013416955922734,-14.51853103632765
190.5460717963247,0.01222497721295861,-0.2086248531065882,-14.96726252371852
196.4867789993468,0.01228544838315886,-0.2162579189225293,-15.42875590354208
202.6127012621143,0.01242851458564302,-0.2243808352641117,-15.90654296742938
208.929613085404,0.01247389410712857,-0.2329191381826349,-16.39961131830509
215.4434690031883,0.01249118014349154,-0.2419628639041934,-16.90347276010357
222.1604091955812,0.01260566016170461,-0.2513806570409586,-17.42528554100477
229.0867652767772,0.01263817834840393,-0.2616694876879866,-17.962539403291
236.2290662634462,0.01257204623059753,-0.2725062791807004,-18.5169575556485
243.5940447292027,0.01262180622867541,-0.2840899463265876,-19.08850076073125
251.1886431509579,0.01264956035675622,-0.2959672904216316,-19.67802551704366
259.0200204531324,0.0126764113553513,-0.3088929791020287,-20.28290666307832
267.0955587558985,0.01268160054046642,-0.3221378458129826,-20.90802188866911
275.4228703338166,0.01242566207741507,-0.3366384454192803,-21.55297562231704
284.0098047914215,0.01243905785536506,-0.3518344341887789,-22.21652773502464
292.8644564625237,0.01263210023344846,-0.3681366302119476,-22.89836855177974
