#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B273E5
#Date Time: 2025-01-30 15:08:14.720
#Start: 100 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.48223 V
#Offset: 0.000214102 V
#Relative: no
#Channel: Channel 2
#Range: 5.47775 V
#Offset: -3.26643e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,0.01221192480124625,-0.1221327831761743,-8.501761076200751
103.1177274593055,0.01202865424251288,-0.1232591150324403,-8.768654294977523
106.3326571637161,0.0119916652002698,-0.1244683493268176,-9.042015935214508
109.6478196143185,0.01189052098307129,-0.1257080003190456,-9.327271107790139
113.0663397949639,0.01192693702192517,-0.1272275164056858,-9.616785549425515
116.5914401179832,0.01205204986679151,-0.1283275238140632,-9.918689493795995
120.2264434617413,0.01211244990648213,-0.1298629843999919,-10.22870897060844
123.9747763028944,0.01218342792148094,-0.131327893557427,-10.54830089965894
127.8399719463024,0.01195734055043238,-0.1325900734936613,-10.87958598624539
131.8256738556408,0.01197775938249734,-0.1343072520076553,-11.21846871845639
135.9356390878525,0.01202594094115661,-0.1361468830393964,-11.57053663858983
140.173741834677,0.01200853652944362,-0.1377867664879158,-11.93312768784296
144.5439770745927,0.01216127553023693,-0.1396822154185744,-12.30765086741883
149.0504643386196,0.01203162578827857,-0.1418496232015223,-12.69279999958228
153.6974515935272,0.01214668253716219,-0.143648422926169,-13.09052984960891
158.4893192461113,0.01199361697815866,-0.1458973133949638,-13.5024966032488
163.4305842723138,0.01182865743721671,-0.1481102959956434,-13.92625067824429
168.5259044750751,0.01207874869230107,-0.1509499299671039,-14.36485522430732
173.7800828749376,0.01200813365915203,-0.1532778421651035,-14.81703072635111
179.1980722375334,0.01180340632212945,-0.1559943064822716,-15.28427967762025
184.7849797422291,0.01165742943404384,-0.1592341687273023,-15.76588615283757
190.5460717963247,0.01197298109777379,-0.1623342789349384,-16.26318559929105
196.4867789993468,0.01197403772869427,-0.1656159634394336,-16.77812632445803
202.6127012621143,0.01206861860370069,-0.1692924402106031,-17.30952915392879
208.929613085404,0.0121827349372825,-0.1733434038033477,-17.85826530969201
215.4434690031883,0.01206963804938731,-0.1770013374511658,-18.42339845528869
222.1604091955812,0.0119840474458759,-0.1813721755985631,-19.0088666044272
229.0867652767772,0.01191130389949236,-0.1862306607950132,-19.61428149099655
236.2290662634462,0.01184993382004746,-0.1910820327618739,-20.23757291031927
243.5940447292027,0.01193774346410843,-0.1965181490159551,-20.88156355248632
251.1886431509579,0.01176459951645115,-0.202188581482141,-21.55013913261359
259.0200204531324,0.01185080062985115,-0.2088359164643522,-22.2406142437691
267.0955587558985,0.01189075741771392,-0.2154579683601355,-22.95107234406079
275.4228703338166,0.0120348955571606,-0.222819509550941,-23.68808651134457
284.0098047914215,0.01173686231906863,-0.2305155582421399,-24.45089914975941
292.8644564625237,0.0118832193891415,-0.2392250407855648,-25.23778536112019
301.9951720402016,0.01185995491895292,-0.2481699090789058,-26.05314215916707
311.410558444676,0.01188634311208552,-0.258198182029061,-26.89560571097447
321.1194909364824,0.01193295125177138,-0.268930688105632,-27.7642959470995
331.1311214825911,0.01183493117678561,-0.280992825418231,-28.66793881038627
341.4548873833601,0.01189129827236396,-0.2936738208098835,-29.60124551663819
352.1005201684519,0.01194436440189367,-0.3075921220367226,-30.5665360489276
363.0780547701014,0.0116124325160606,-0.3223667424648836,-31.56874367455468
374.3978389823811,0.01166445601391059,-0.3390349093982623,-32.60067820011174
386.0705432153813,0.01182499860176762,-0.3571394650848179,-33.66920795207514
398.1071705534973,0.01189719473287919,-0.3769731435551437,-34.77932752467719
410.5190671273078,0.01183789569779214,-0.3984775301897981,-35.92583991513845
423.3179328088209,0.01187316947986213,-0.4222112280141478,-37.11043167291417
436.5158322401661,0.01204449676520127,-0.4484392271974518,-38.34116571872074
450.1252062061337,0.01181883066285982,-0.4764719646803928,-39.61217254062137
464.1588833612777,0.01186866406926385,-0.5077708489387246,-40.92786550662959
478.6300923226385,0.01266423747894979,-0.5418456929036982,-42.28982387104494
493.5524741394806,0.01201744652883164,-0.579755054072929,-43.69830040271002
508.9400951518089,0.01184105702626866,-0.6212347417931288,-45.15519825386575
524.8074602497726,0.01198792715472577,-0.6668759317276741,-46.66067906050759
541.1695265464638,0.01201606154877477,-0.7168170621194923,-48.21580817724252
558.0417174769964,0.01210314378166656,-0.7721234849520708,-49.82491523022519
575.4399373371569,0.01209353820945999,-0.8308636014281432,-51.47812316697384
593.3805862753281,0.01255846641240069,-0.8971046563069295,-53.19001692425977
611.8805757518219,0.01219290621159909,-0.969561828444369,-54.95595965839318
630.9573444801933,0.01228204343776717,-1.049426178578309,-56.7748509531434
650.6288748655573,0.01211662176836677,-1.136440085367394,-58.64533252970975
670.9137099554112,0.0120769223857611,-1.231522157587338,-60.56754314728261
691.8309709189363,0.01185941235678619,-1.335709763498729,-62.54326375839264
713.4003750712565,0.01214197088360278,-1.449436425490874,-64.56724093241905
735.6422544596413,0.01217876315159072,-1.572537591153351,-66.64259703657842
758.5775750291835,0.01213644754043164,-1.706356647517566,-68.7604311430878
782.2279563860026,0.01206878712041367,-1.851580841541617,-70.92299173478803
806.6156921766135,0.01218233699439633,-2.008596652543519,-73.12379930005645
831.7637711026708,0.01216100465908378,-2.1785927477517,-75.3589669866742
857.6958985908942,0.01220255438031413,-2.360613060526328,-77.62701748215082
884.4365191385998,0.01214570995405029,-2.556751846122196,-79.92449179343984
912.0108393559096,0.01228577250703702,-2.766494637104154,-82.24247178067975
940.4448517263518,0.01241038714057163,-2.990311130821202,-84.57698890020269
969.7653591082496,0.0127570968774893,-3.228511908708327,-86.92387170351137
1000,0.0129512420951533,-3.480860463990706,-89.27307377459242
1031.177274593055,0.01278832884452059,-3.748026346028807,-91.62415313097385
1063.326571637161,0.0125705388985131,-4.029046754418975,-93.96865477674919
1096.478196143185,0.01288936622042496,-4.325559917329035,-96.29999170178348
1130.663397949639,0.01281464312794765,-4.634938390520588,-98.61454528071869
1165.914401179832,0.01279930669612264,-4.958450237746069,-100.9050395274211
1202.264434617413,0.01320905170111585,-5.295257064278695,-103.1712512137669
1239.747763028944,0.01294445049835771,-5.644981850097764,-105.4019907341876
1278.399719463024,0.01364630317988164,-6.00854124166081,-107.5994480431452
1318.256738556407,0.01349312793325723,-6.382434793300584,-109.7575860633523
1359.356390878526,0.01381348867142167,-6.768377885528882,-111.8681155238126
1401.73741834677,0.01377392429415376,-7.164704427304125,-113.9412718730821
1445.439770745927,0.01410428697644241,-7.571868185436244,-115.9627771333766
1490.504643386196,0.01436459929397678,-7.988152346261673,-117.9282051502744
1536.974515935272,0.01446536376268922,-8.413524048682469,-119.8473412628327
1584.893192461113,0.01442272434084867,-8.847386472543144,-121.7137485434303
1634.305842723138,0.01466127814201932,-9.288406512871724,-123.5290967092699
1685.259044750751,0.01436161389351409,-9.736071036945342,-125.2921032901277
1737.800828749375,0.01475176368345749,-10.19120444840921,-127.0009787825882
1791.980722375334,0.01480922431394955,-10.65216512929233,-128.6688718259512
1847.849797422291,0.01466743825660101,-11.11849588536347,-130.2676089997104
1905.460717963247,0.01525839089651365,-11.58850498723572,-131.8261447888385
1964.867789993467,0.0158228818057167,-12.06654696425714,-133.3436310522584
2026.127012621143,0.01596521532133608,-12.54772097471383,-134.7948112643861
2089.29613085404,0.01638325241214374,-13.03109716128144,-136.2054126334386
2154.434690031883,0.01660878820876572,-13.52020468467522,-137.5771191138134
2221.604091955812,0.01656933282558271,-14.01082356913802,-138.8956326439039
2290.867652767774,0.01748939854845775,-14.50786632453632,-140.1622382650151
2362.290662634462,0.01756997315108259,-15.0023676984407,-141.402069818223
2435.940447292027,0.01817082223882635,-15.50249902873151,-142.5922386059898
2511.88643150958,0.01832387327870212,-16.0033101068668,-143.7461954048517
2590.200204531324,0.01898278476586264,-16.50709475338901,-144.8467727075343
2670.955587558985,0.01979255057473712,-17.01189269850175,-145.9333021207869
2754.228703338166,0.019743117922887,-17.51882683876919,-146.9604141677488
2840.098047914215,0.01971861670153734,-18.02668050124131,-147.9670560438477
2928.644564625235,0.02037516125207065,-18.53543792142987,-148.9479221341605
3019.951720402016,0.0209197005551419,-19.04666886745871,-149.8876435801424
3114.10558444676,0.02163426926180244,-19.55977949620599,-150.808765559606
3211.194909364822,0.02193555774876757,-20.07671719939761,-151.6776687415082
3311.311214825911,0.02213354411339739,-20.5890672936047,-152.5334521537149
3414.548873833603,0.02349682931591298,-21.09966539080288,-153.3544029956475
3521.005201684519,0.02415107423311325,-21.61841574950941,-154.1418095170277
3630.780547701014,0.02444234769050532,-22.13230681299479,-154.9185870503688
3743.978389823811,0.02510501787512569,-22.64911705013066,-155.6581227647491
3860.705432153813,0.02565645232913845,-23.16362746816307,-156.3885203941229
3981.071705534973,0.02579258886823092,-23.68232247329152,-157.0660986007258
